INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182070798,02629,Harassment,HARASSMENT,C11,450,,2018-09-03 11:36:00,2018,9,Monday,11,Part Two,WASHINGTON ST,42.29131613,-71.07170293,"(42.29131613, -71.07170293)"
I182070797,03301,Verbal Disputes,VERBAL DISPUTE,C11,341,,2018-09-03 11:30:00,2018,9,Monday,11,Part Three,SPEEDWELL ST,42.30406722,-71.06760042,"(42.30406722, -71.06760042)"
I182070796,03115,Investigate Person,INVESTIGATE PERSON,A1,61,,2018-09-03 11:07:00,2018,9,Monday,11,Part Three,BEVERLY ST,42.36658726,-71.06019881,"(42.36658726, -71.06019881)"
I182070795,00301,Robbery,ROBBERY - STREET,C11,362,,2018-09-02 20:30:00,2018,9,Sunday,20,Part One,LYNDHURST ST,42.29290563,-71.06955795,"(42.29290563, -71.06955795)"
I182070794,03301,Verbal Disputes,VERBAL DISPUTE,C11,332,,2018-09-03 11:00:00,2018,9,Monday,11,Part Three,COLUMBIA RD,42.31363409,-71.06778025,"(42.31363409, -71.06778025)"
I182070793,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,344,,2018-09-03 10:33:00,2018,9,Monday,10,Part Three,WESTVILLE TER,42.30098009,-71.06869928,"(42.30098009, -71.06869928)"
I182070792,00613,Larceny,LARCENY SHOPLIFTING,D4,129,,2018-09-03 11:18:00,2018,9,Monday,11,Part One,BOYLSTON ST,42.35095909,-71.07412780,"(42.35095909, -71.07412780)"
I182070791,02900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2,325,,2018-09-03 11:14:00,2018,9,Monday,11,Part Two,BEAUFORD LN,42.31620533,-71.07609249,"(42.31620533, -71.07609249)"
I182070790,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A1,101,,2018-09-03 10:52:00,2018,9,Monday,10,Part Three,MILK ST,42.35822966,-71.05362239,"(42.35822966, -71.05362239)"
I182070788,03114,Investigate Property,INVESTIGATE PROPERTY,B2,305,,2018-09-02 21:30:00,2018,9,Sunday,21,Part Three,TOWNSEND ST,42.31917110,-71.09192415,"(42.31917110, -71.09192415)"
I182070787,03410,Towed,TOWED MOTOR VEHICLE,E18,499,,2018-09-03 10:11:00,2018,9,Monday,10,Part Three,NAVARRE ST,42.27758926,-71.11755202,"(42.27758926, -71.11755202)"
I182070786,03830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,A1,95,,2018-09-03 11:08:00,2018,9,Monday,11,Part Three,ATLANTIC AVE,42.35787500,-71.05132900,"(42.35787500, -71.05132900)"
I182070785,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,C11,416,,2018-09-02 15:10:00,2018,9,Sunday,15,Part Three,FULLER ST,42.28202294,-71.07125917,"(42.28202294, -71.07125917)"
I182070784,03301,Verbal Disputes,VERBAL DISPUTE,B2,909,,2018-09-03 10:42:00,2018,9,Monday,10,Part Three,WHITTIER ST,42.33380238,-71.08880867,"(42.33380238, -71.08880867)"
I182070783,03207,Property Found,PROPERTY - FOUND,B2,289,,2018-09-03 10:46:00,2018,9,Monday,10,Part Three,TREMONT ST,42.33402461,-71.09039049,"(42.33402461, -71.09039049)"
I182070782,00561,Other Burglary,BURGLARY - OTHER - ATTEMPT,E18,495,,2018-09-03 10:12:00,2018,9,Monday,10,Part One,GREENWOOD AVE,42.26597955,-71.12179590,"(42.26597955, -71.12179590)"
I182070781,02914,Violations,VAL - OPERATING W/O AUTHORIZATION LAWFUL,E18,485,,2018-08-14 00:00:00,2018,8,Tuesday,0,Part Two,RIVER ST,42.26361745,-71.10237387,"(42.26361745, -71.10237387)"
I182070780,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,449,,2018-09-03 09:36:00,2018,9,Monday,9,Part Three,ASPINWALL RD,42.29125586,-71.07475092,"(42.29125586, -71.07475092)"
I182070779,00423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,600,,2018-09-03 10:00:00,2018,9,Monday,10,Part One,HUNTINGTON AVE,42.33750090,-71.09583094,"(42.33750090, -71.09583094)"
I182070779,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,600,,2018-09-03 10:00:00,2018,9,Monday,10,Part Two,HUNTINGTON AVE,42.33750090,-71.09583094,"(42.33750090, -71.09583094)"
I182070779,02405,Disorderly Conduct,DISORDERLY CONDUCT,B2,600,,2018-09-03 10:00:00,2018,9,Monday,10,Part Two,HUNTINGTON AVE,42.33750090,-71.09583094,"(42.33750090, -71.09583094)"
I182070779,02610,Other,TRESPASSING,B2,600,,2018-09-03 10:00:00,2018,9,Monday,10,Part Two,HUNTINGTON AVE,42.33750090,-71.09583094,"(42.33750090, -71.09583094)"
I182070778,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,904,,2018-09-03 09:51:47,2018,9,Monday,9,Part Three,WHEATLEY WAY,42.32935767,-71.07974589,"(42.32935767, -71.07974589)"
I182070777,00619,Larceny,LARCENY ALL OTHERS,C11,388,,2018-08-23 13:34:00,2018,8,Thursday,13,Part One,ADAMS ST,42.27230624,-71.06721386,"(42.27230624, -71.06721386)"
I182070776,03410,Towed,TOWED MOTOR VEHICLE,D14,794,,2018-09-03 10:08:00,2018,9,Monday,10,Part Three,GREYLOCK RD,42.35042708,-71.13496065,"(42.35042708, -71.13496065)"
I182070775,03115,Investigate Person,INVESTIGATE PERSON,C6,214,,2018-09-03 09:00:00,2018,9,Monday,9,Part Three,W BROADWAY,42.33793018,-71.04947397,"(42.33793018, -71.04947397)"
I182070774,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,167,,2018-09-03 09:38:00,2018,9,Monday,9,Part Two,HARRISON AVE,42.33954199,-71.06940877,"(42.33954199, -71.06940877)"
I182070773,03301,Verbal Disputes,VERBAL DISPUTE,C11,342,,2018-09-03 09:38:00,2018,9,Monday,9,Part Three,TOPLIFF ST,42.30375506,-71.06839375,"(42.30375506, -71.06839375)"
I182070771,01109,Fraud,FRAUD - WIRE,D4,142,,2018-09-03 09:41:00,2018,9,Monday,9,Part Two,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)"
I182070770,03201,Property Lost,PROPERTY - LOST,B2,265,,2018-09-03 01:00:00,2018,9,Monday,1,Part Three,PERRIN ST,42.32188540,-71.07906279,"(42.32188540, -71.07906279)"
I182070769,03115,Investigate Person,INVESTIGATE PERSON,D14,771,,2018-08-30 12:00:00,2018,8,Thursday,12,Part Three,PEACEABLE ST,42.34793886,-71.15229604,"(42.34793886, -71.15229604)"
I182070768,03201,Property Lost,PROPERTY - LOST,D4,165,,2018-09-03 09:23:00,2018,9,Monday,9,Part Three,ALBANY ST,42.34255919,-71.06270824,"(42.34255919, -71.06270824)"
I182070766,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,623,,2018-09-02 20:00:00,2018,9,Sunday,20,Part One,COMMONWEALTH AVE,42.34880461,-71.09392554,"(42.34880461, -71.09392554)"
I182070765,01402,Vandalism,VANDALISM,D4,131,,2018-09-03 05:30:00,2018,9,Monday,5,Part Two,BEACON ST,42.35393998,-71.07802992,"(42.35393998, -71.07802992)"
I182070764,03115,Investigate Person,INVESTIGATE PERSON,B2,909,,2018-09-03 08:12:00,2018,9,Monday,8,Part Three,RUGGLES ST,42.33445761,-71.08806100,"(42.33445761, -71.08806100)"
I182070763,01402,Vandalism,VANDALISM,B3,437,,2018-09-03 07:44:00,2018,9,Monday,7,Part Two,NORFOLK ST,42.28996858,-71.07232540,"(42.28996858, -71.07232540)"
I182070761,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,940,,2018-09-03 07:38:00,2018,9,Monday,7,Part Three,GARFIELD AVE,42.24235156,-71.12079258,"(42.24235156, -71.12079258)"
I182070760,03301,Verbal Disputes,VERBAL DISPUTE,B2,263,,2018-09-03 07:50:00,2018,9,Monday,7,Part Three,HUCKINS ST,42.32368852,-71.07519735,"(42.32368852, -71.07519735)"
I182070759,00614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E5,562,,2018-09-02 16:45:00,2018,9,Sunday,16,Part One,WASHINGTON ST,42.28788933,-71.12658585,"(42.28788933, -71.12658585)"
I182070758,03115,Investigate Person,INVESTIGATE PERSON,B3,445,,2018-09-03 07:27:19,2018,9,Monday,7,Part Three,GREENWOOD ST,42.29716347,-71.07954018,"(42.29716347, -71.07954018)"
I182070757,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A15,50,,2018-09-03 06:23:00,2018,9,Monday,6,Part One,CAMBRIDGE ST,42.38356867,-71.07536720,"(42.38356867, -71.07536720)"
I182070757,02403,Disorderly Conduct,DISTURBING THE PEACE,A15,50,,2018-09-03 06:23:00,2018,9,Monday,6,Part Two,CAMBRIDGE ST,42.38356867,-71.07536720,"(42.38356867, -71.07536720)"
I182070757,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A15,50,,2018-09-03 06:23:00,2018,9,Monday,6,Part Three,CAMBRIDGE ST,42.38356867,-71.07536720,"(42.38356867, -71.07536720)"
I182070755,03301,Verbal Disputes,VERBAL DISPUTE,B3,432,,2018-09-03 06:44:00,2018,9,Monday,6,Part Three,MASCOT ST,42.28633596,-71.08500149,"(42.28633596, -71.08500149)"
I182070752,03114,Investigate Property,INVESTIGATE PROPERTY,A1,120,,2018-09-03 06:55:00,2018,9,Monday,6,Part Three,ARLINGTON ST,42.35061995,-71.07009458,"(42.35061995, -71.07009458)"
I182070751,03115,Investigate Person,INVESTIGATE PERSON,E13,652,,2018-08-29 10:00:00,2018,8,Wednesday,10,Part Three,ARBORWAY,42.30563480,-71.11982238,"(42.30563480, -71.11982238)"
I182070749,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,123,,2018-09-03 04:06:00,2018,9,Monday,4,Part Three,HARVARD ST,42.34993442,-71.06230334,"(42.34993442, -71.06230334)"
I182070747,03115,Investigate Person,INVESTIGATE PERSON,E18,480,,2018-09-03 03:50:00,2018,9,Monday,3,Part Three,FAIRLAWN AVE,42.26788791,-71.10067012,"(42.26788791, -71.10067012)"
I182070746,01402,Vandalism,VANDALISM,C11,462,,2018-08-31 07:00:00,2018,8,Friday,7,Part Two,BULLARD ST,42.30218780,-71.07365004,"(42.30218780, -71.07365004)"
I182070741,00301,Robbery,ROBBERY - STREET,D14,805,,2018-09-03 03:26:00,2018,9,Monday,3,Part One,PORTSMOUTH ST,42.36053257,-71.14426332,"(42.36053257, -71.14426332)"
I182070741,00423,Aggravated Assault,ASSAULT - AGGRAVATED,D14,805,,2018-09-03 03:26:00,2018,9,Monday,3,Part One,PORTSMOUTH ST,42.36053257,-71.14426332,"(42.36053257, -71.14426332)"
I182070739,03160,Fire Related Reports,"FIRE REPORT - CAR, BRUSH, ETC.",B3,446,,2018-09-03 01:00:00,2018,9,Monday,1,Part Three,NORWELL ST,42.29828416,-71.07869447,"(42.29828416, -71.07869447)"
I182070739,00900,Arson,ARSON,B3,446,,2018-09-03 01:00:00,2018,9,Monday,1,Other,NORWELL ST,42.29828416,-71.07869447,"(42.29828416, -71.07869447)"
I182070738,02610,Other,TRESPASSING,B3,446,,2018-09-03 03:43:00,2018,9,Monday,3,Part Two,NORWELL ST,42.29828416,-71.07869447,"(42.29828416, -71.07869447)"
I182070737,03301,Verbal Disputes,VERBAL DISPUTE,D4,594,,2018-09-03 02:58:00,2018,9,Monday,2,Part Three,HUNTINGTON AVE,42.34201850,-71.08566213,"(42.34201850, -71.08566213)"
I182070736,03301,Verbal Disputes,VERBAL DISPUTE,B3,472,,2018-09-03 00:25:00,2018,9,Monday,0,Part Three,WOODHAVEN ST,42.27105479,-71.09753898,"(42.27105479, -71.09753898)"
I182070734,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,A1,111,,2018-09-03 01:33:00,2018,9,Monday,1,Part One,TREMONT ST,42.35428377,-71.06380404,"(42.35428377, -71.06380404)"
I182070733,03115,Investigate Person,INVESTIGATE PERSON,D4,620,,2018-09-03 02:45:00,2018,9,Monday,2,Part Three,BOYLSTON ST,42.34710196,-71.08841746,"(42.34710196, -71.08841746)"
I182070732,03125,Warrant Arrests,WARRANT ARREST,A1,121,,2018-09-03 02:26:00,2018,9,Monday,2,Part Three,FAYETTE ST,42.34943694,-71.06650735,"(42.34943694, -71.06650735)"
I182070731,03831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,122,,2018-09-03 01:32:00,2018,9,Monday,1,Part Three,TREMONT ST,42.34942864,-71.06536641,"(42.34942864, -71.06536641)"
I182070730,03115,Investigate Person,INVESTIGATE PERSON,E18,512,,2018-09-03 02:15:00,2018,9,Monday,2,Part Three,BEACON ST,42.25337200,-71.11654302,"(42.25337200, -71.11654302)"
I182070727,03114,Investigate Property,INVESTIGATE PROPERTY,C11,823,,2018-09-03 02:24:00,2018,9,Monday,2,Part Three,WHITBY TER,42.31434180,-71.06050395,"(42.31434180, -71.06050395)"
I182070726,03301,Verbal Disputes,VERBAL DISPUTE,B2,265,,2018-09-03 01:40:00,2018,9,Monday,1,Part Three,WAVERLY ST,42.32037671,-71.07903447,"(42.32037671, -71.07903447)"
I182070725,00801,Simple Assault,ASSAULT - SIMPLE,D14,752,,2018-09-03 02:24:00,2018,9,Monday,2,Part Two,WASHINGTON ST,42.35042609,-71.16637332,"(42.35042609, -71.16637332)"
I182070724,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,, ,,2018-09-03 02:06:00,2018,9,Monday,2,Part Three,,42.30340674,-71.08526661,"(42.30340674, -71.08526661)"
I182070723,03301,Verbal Disputes,VERBAL DISPUTE,B3,455,,2018-09-03 02:02:00,2018,9,Monday,2,Part Three,LYNNVILLE TER,42.30256638,-71.07829040,"(42.30256638, -71.07829040)"
I182070722,03002,Medical Assistance,ANIMAL CONTROL - DOG BITES - ETC.,B2,276,,2018-09-03 01:37:00,2018,9,Monday,1,Part Three,EUSTIS ST,42.33166164,-71.08147827,"(42.33166164, -71.08147827)"
I182070721,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,93,,2018-09-03 01:19:00,2018,9,Monday,1,Part Two,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
I182070720,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,461,,2018-09-03 01:00:00,2018,9,Monday,1,Part One,BOWDOIN AVE,42.30234412,-71.07630370,"(42.30234412, -71.07630370)"
I182070719,02900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,E13,565,,2018-09-03 00:51:00,2018,9,Monday,0,Part Two,AMERICAN LEGION HWY,42.28929101,-71.10358494,"(42.28929101, -71.10358494)"
I182070719,03410,Towed,TOWED MOTOR VEHICLE,E13,565,,2018-09-03 00:51:00,2018,9,Monday,0,Part Three,AMERICAN LEGION HWY,42.28929101,-71.10358494,"(42.28929101, -71.10358494)"
I182070718,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,, ,,2018-09-03 01:02:00,2018,9,Monday,1,Part Two,,42.33893316,-71.08114319,"(42.33893316, -71.08114319)"
I182070716,03820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,A7,902,,2018-09-03 00:40:00,2018,9,Monday,0,Part Three,SUMNER ST,42.36865862,-71.03924873,"(42.36865862, -71.03924873)"
I182070715,03114,Investigate Property,INVESTIGATE PROPERTY,D4,157,,2018-09-03 01:19:00,2018,9,Monday,1,Part Three,SHAWMUT AVE,42.33953776,-71.07472432,"(42.33953776, -71.07472432)"
I182070714,03301,Verbal Disputes,VERBAL DISPUTE,C11,398,,2018-09-02 00:00:00,2018,9,Sunday,0,Part Three,TALBOT AVE,42.28935481,-71.06767297,"(42.28935481, -71.06767297)"
I182070712,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,366,,2018-09-02 23:59:00,2018,9,Sunday,23,Part Two,DAWSON ST,42.28984188,-71.05843518,"(42.28984188, -71.05843518)"
I182070710,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,352,,2018-09-02 23:59:00,2018,9,Sunday,23,Part Two,DITSON ST,42.30108481,-71.06390782,"(42.30108481, -71.06390782)"
I182070708,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,166,,2018-09-03 00:17:00,2018,9,Monday,0,Part Two,SHAWMUT AVE,42.34107714,-71.07239570,"(42.34107714, -71.07239570)"
I182070707,00619,Larceny,LARCENY ALL OTHERS,D14,782,,2018-09-02 23:12:00,2018,9,Sunday,23,Part One,GORDON ST,42.35293536,-71.14050052,"(42.35293536, -71.14050052)"
I182070706,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,402,,2018-09-02 23:33:00,2018,9,Sunday,23,Part One,BURT ST,42.28413536,-71.06957385,"(42.28413536, -71.06957385)"
I182070706,02007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,C11,402,,2018-09-02 23:33:00,2018,9,Sunday,23,Part Two,BURT ST,42.28413536,-71.06957385,"(42.28413536, -71.06957385)"
I182070703,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A1,128,,2018-09-02 23:18:00,2018,9,Sunday,23,Part Three,COLUMBUS AVE,42.34944475,-71.07072461,"(42.34944475, -71.07072461)"
I182070702,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,624,,2018-09-02 23:00:00,2018,9,Sunday,23,Part Two,JERSEY ST,42.34412622,-71.09760878,"(42.34412622, -71.09760878)"
I182070701,01402,Vandalism,VANDALISM,C11,254,,2018-09-02 23:20:00,2018,9,Sunday,23,Part Two,DORCHESTER AVE,42.30782846,-71.05837474,"(42.30782846, -71.05837474)"
I182070699,00613,Larceny,LARCENY SHOPLIFTING,C6,186,,2018-09-02 22:55:00,2018,9,Sunday,22,Part One,ALLSTATE RD,42.32809966,-71.06321676,"(42.32809966, -71.06321676)"
I182070698,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,244,,2018-09-02 23:13:00,2018,9,Sunday,23,Part Two,TAFT ST,42.31730290,-71.05793388,"(42.31730290, -71.05793388)"
I182070696,00619,Larceny,LARCENY ALL OTHERS,D4,623,,2018-09-02 22:15:00,2018,9,Sunday,22,Part One,COMMONWEALTH AVE,42.34877575,-71.09606805,"(42.34877575, -71.09606805)"
I182070695,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,519,,2018-09-02 22:44:00,2018,9,Sunday,22,Part Three,HARVARD AVE,42.25874573,-71.12243682,"(42.25874573, -71.12243682)"
I182070694,03115,Investigate Person,INVESTIGATE PERSON,E18,482,,2018-09-02 22:37:00,2018,9,Sunday,22,Part Three,MALTA ST,42.26506676,-71.09768522,"(42.26506676, -71.09768522)"
I182070693,03114,Investigate Property,INVESTIGATE PROPERTY,B3,425,,2018-09-02 22:36:00,2018,9,Sunday,22,Part Three,BLUE HILL AVE,42.27219089,-71.09351043,"(42.27219089, -71.09351043)"
I182070691,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,20,,2018-09-02 22:31:00,2018,9,Sunday,22,Part Three,CHELSEA ST,42.37638326,-71.03124103,"(42.37638326, -71.03124103)"
I182070690,03114,Investigate Property,INVESTIGATE PROPERTY,B3,421,,2018-09-02 22:34:00,2018,9,Sunday,22,Part Three,W SELDEN ST,42.27376816,-71.08919673,"(42.27376816, -71.08919673)"
I182070689,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,572,,2018-09-02 21:27:00,2018,9,Sunday,21,Part One,COLUMBUS AVE,42.31501293,-71.09756690,"(42.31501293, -71.09756690)"
I182070688,02405,Disorderly Conduct,DISORDERLY CONDUCT,A1,117,,2018-09-02 22:47:00,2018,9,Sunday,22,Part Two,BOYLSTON ST,42.35231190,-71.06370510,"(42.35231190, -71.06370510)"
I182070688,02610,Other,TRESPASSING,A1,117,,2018-09-02 22:47:00,2018,9,Sunday,22,Part Two,BOYLSTON ST,42.35231190,-71.06370510,"(42.35231190, -71.06370510)"
I182070686,03301,Verbal Disputes,VERBAL DISPUTE,B2,586,,2018-09-02 22:02:00,2018,9,Sunday,22,Part Three,HILLSIDE ST,42.33013124,-71.10138008,"(42.33013124, -71.10138008)"
I182070685,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,348,,2018-09-02 22:39:00,2018,9,Sunday,22,Part One,DORCHESTER AVE,42.30396336,-71.05924636,"(42.30396336, -71.05924636)"
I182070683,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,639,,2018-09-02 21:36:00,2018,9,Sunday,21,Part Three,ROBINWOOD AVE,42.31668732,-71.11261214,"(42.31668732, -71.11261214)"
I182070682,03801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A1,113,,2018-09-02 21:47:00,2018,9,Sunday,21,Part Three,SUMMER ST,42.35332464,-71.05727637,"(42.35332464, -71.05727637)"
I182070681,03115,Investigate Person,INVESTIGATE PERSON,B2,304,,2018-09-02 22:17:00,2018,9,Sunday,22,Part Three,SLAYTON WAY,42.32177032,-71.09779774,"(42.32177032, -71.09779774)"
I182070680,01402,Vandalism,VANDALISM,C6,232,,2018-09-02 21:57:00,2018,9,Sunday,21,Part Two,P ST,42.33292583,-71.02709025,"(42.33292583, -71.02709025)"
I182070680,02648,Bomb Hoax,BOMB THREAT,C6,232,,2018-09-02 21:57:00,2018,9,Sunday,21,Part Two,P ST,42.33292583,-71.02709025,"(42.33292583, -71.02709025)"
I182070679,03108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",C11,379,,2018-09-02 21:46:00,2018,9,Sunday,21,Part Three,ADAMS ST,42.28523455,-71.05509673,"(42.28523455, -71.05509673)"
I182070677,02905,Violations,VAL - OPERATING WITHOUT LICENSE,, ,,2018-09-02 22:00:00,2018,9,Sunday,22,Part Two,,42.31138549,-71.08113966,"(42.31138549, -71.08113966)"
I182070677,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,, ,,2018-09-02 22:00:00,2018,9,Sunday,22,Part Three,,42.31138549,-71.08113966,"(42.31138549, -71.08113966)"
I182070675,03115,Investigate Person,INVESTIGATE PERSON,D4,138,,2018-09-02 22:05:00,2018,9,Sunday,22,Part Three,BOYLSTON ST,42.34901954,-71.08130134,"(42.34901954, -71.08130134)"
I182070673,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,, ,,2018-09-02 21:51:00,2018,9,Sunday,21,Part Three,,42.31022711,-71.07233091,"(42.31022711, -71.07233091)"
I182070672,03501,Missing Person Reported,MISSING PERSON,C11,335,,2018-09-02 20:35:00,2018,9,Sunday,20,Part Three,COLEMAN ST,42.30776342,-71.06683062,"(42.30776342, -71.06683062)"
I182070671,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,235,,2018-09-02 21:27:00,2018,9,Sunday,21,Part Three,CARSON ST,42.31975730,-71.05428941,"(42.31975730, -71.05428941)"
I182070668,00423,Aggravated Assault,ASSAULT - AGGRAVATED,B2,291,,2018-09-02 21:12:00,2018,9,Sunday,21,Part One,CENTRE ST,42.32955354,-71.09357444,"(42.32955354, -71.09357444)"
I182070668,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,291,,2018-09-02 21:12:00,2018,9,Sunday,21,Part Two,CENTRE ST,42.32955354,-71.09357444,"(42.32955354, -71.09357444)"
I182070667,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,490,,2018-09-02 20:00:00,2018,9,Sunday,20,Part Two,AMERICAN LEGION HWY,42.27531312,-71.11587798,"(42.27531312, -71.11587798)"
I182070666,02647,Other,THREATS TO DO BODILY HARM,C6,222,,2018-09-02 21:30:22,2018,9,Sunday,21,Part Two,E BROADWAY,42.33561661,-71.03641895,"(42.33561661, -71.03641895)"
I182070665,03207,Property Found,PROPERTY - FOUND,D14,778,,2018-09-02 21:50:00,2018,9,Sunday,21,Part Three,WASHINGTON ST,42.34905600,-71.15049850,"(42.34905600, -71.15049850)"
I182070663,00613,Larceny,LARCENY SHOPLIFTING,B3,428,,2018-09-02 21:20:18,2018,9,Sunday,21,Part One,MORTON ST,42.28187061,-71.08751152,"(42.28187061, -71.08751152)"
I182070662,00802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,359,,2018-09-02 20:55:14,2018,9,Sunday,20,Part Two,WASHINGTON ST,42.29417346,-71.07193797,"(42.29417346, -71.07193797)"
I182070659,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B3,441,,2018-09-02 20:30:00,2018,9,Sunday,20,Part Three,TALBOT AVE,42.29389648,-71.08451577,"(42.29389648, -71.08451577)"
I182070657,03803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B2,311,,2018-09-02 20:32:00,2018,9,Sunday,20,Part Three,MARTIN LUTHER KING JR BLV,42.31791574,-71.08215630,"(42.31791574, -71.08215630)"
I182070656,03301,Verbal Disputes,VERBAL DISPUTE,B3,448,,2018-09-02 20:34:00,2018,9,Sunday,20,Part Three,PARK ST,42.29482381,-71.07603424,"(42.29482381, -71.07603424)"
I182070655,03802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D14,777,,2018-09-02 18:00:00,2018,9,Sunday,18,Part Three,WASHINGTON ST,42.34724186,-71.14870339,"(42.34724186, -71.14870339)"
I182070653,03301,Verbal Disputes,VERBAL DISPUTE,E18,530,,2018-09-02 20:00:00,2018,9,Sunday,20,Part Three,READVILLE ST,42.24077498,-71.13536804,"(42.24077498, -71.13536804)"
